,tag,text,0
73898,B-PER,siim@ekspress.ee,2
44990,B-ORG,teadlikult,2
8051,B-LOC,autonäitusega,2
9469,B-LOC,esitlusel,2
7805,B-LOC,asendati,2
66051,B-PER,luksus,2
21456,B-LOC,rahvuskaaslastelt,2
45874,B-ORG,tutvustati,2
32348,B-ORG,OMA,2
38229,B-ORG,komissar,2
45869,B-ORG,tutvustada,2
6079,B-LOC,Toonane,2
1357,B-LOC,Cape,2
32346,B-ORG,OLI,2
1359,B-LOC,Cargobussiga,2
66055,B-PER,luksushotellis,2
45865,B-ORG,tutvus,2
45862,B-ORG,tutvumas,2
45860,B-ORG,tuttavatele,2
45858,B-ORG,tuttavaks,2
21476,B-LOC,raiutakse,2
45857,B-ORG,tuttavaid,2
45855,B-ORG,tuttavad,2
75083,B-PER,sõrmitsev,2
21448,B-LOC,rahvavaatleja,2
75056,B-PER,sõnast,2
45882,B-ORG,tuvastas,2
32365,B-ORG,Ojakäär,2
21423,B-LOC,rahutus,2
38217,B-ORG,kolonel,2
66041,B-PER,lugupidamisega,2
1354,B-LOC,Camerata,2
21429,B-LOC,rahvakild,2
75103,B-PER,söönud,2
54694,B-PER,Turundusjuht,2
54695,B-PER,Turvafirma,2
45893,B-ORG,tähendabki,2
45891,B-ORG,tähenda,2
45889,B-ORG,täheldas,2
21438,B-LOC,rahvapidu,2
54698,B-PER,Tuttav,2
54699,B-PER,Tutvusin,2
75093,B-PER,söandanud,2
32358,B-ORG,Office,2
7803,B-LOC,asendas,2
45883,B-ORG,tähe,2
12876,B-LOC,kirjaniku,2
21485,B-LOC,rajamisega,2
66036,B-PER,lugudele,2
45825,B-ORG,turul,2
21525,B-LOC,ralli,2
61077,B-PER,jäägripealik,2
75019,B-PER,sõlmida,2
54750,B-PER,Tõlkis,2
21531,B-LOC,randus,2
75016,B-PER,sõjaväemundris,2
7815,B-LOC,asetanud,2
75009,B-PER,sõjaväearst,2
45812,B-ORG,tuntum,2
66093,B-PER,luuletuses,2
38266,B-ORG,kompaniile,2
45807,B-ORG,tuntakse,2
45806,B-ORG,tunnustust,2
21549,B-LOC,raske,2
54762,B-PER,Tööd,2
74999,B-PER,sõjaprintsess,2
74997,B-PER,sõjapealik,2
66101,B-PER,luurejuht,2
21558,B-LOC,raskustes,2
1379,B-LOC,Chertseys,2
66082,B-PER,luuletajaid,2
21486,B-LOC,rajamiseks,2
21520,B-LOC,rakettidega,2
21487,B-LOC,rajamisel,2
75052,B-PER,sõnapaari,2
21492,B-LOC,rajanevad,2
61091,B-PER,jään,2
54729,B-PER,Tänane,2
54730,B-PER,Tänapäeva,2
45841,B-ORG,turvafirmast,2
38245,B-ORG,kommenteeri,2
21504,B-LOC,rajoonis,2
21505,B-LOC,rakendada,2
1373,B-LOC,Channel,2
45837,B-ORG,turvafirmal,2
45836,B-ORG,turvafirmade,2
9464,B-LOC,esitletakse,2
3440,B-LOC,Liidust,2
21511,B-LOC,rakendati,2
54738,B-PER,TõNIS,2
61084,B-PER,jääkülma,2
21518,B-LOC,raketirünnak,2
75111,B-PER,südamearst,2
45907,B-ORG,tähistatakse,2
45797,B-ORG,tunnistasid,2
54628,B-PER,Trass,2
65994,B-PER,lubaduse,2
21326,B-LOC,raadiost,2
12895,B-LOC,kirjastuses,2
75192,B-PER,süntees,2
75191,B-PER,sünoptik,2
38184,B-ORG,kollektiivi,2
21333,B-LOC,raamatukaupmees,2
21334,B-LOC,raamatukogu,2
45969,B-ORG,tänav,2
7775,B-LOC,arvuks,2
45966,B-ORG,tänases,2
7776,B-LOC,arvukus,2
38187,B-ORG,kollektsioon,2
45961,B-ORG,tänased,2
61135,B-PER,jõuk,2
45959,B-ORG,tänapäeval,2
66005,B-PER,lubatakse,2
21351,B-LOC,raamatutest,2
66008,B-PER,lubavad,2
32416,B-ORG,Otse,2
21321,B-LOC,raadiojaam,2
54647,B-PER,Trummar,2
54626,B-PER,Transpordiminister,2
7763,B-LOC,arvestas,2
75218,B-PER,süüdati,2
75216,B-PER,süüa,2
54615,B-PER,Tormasime,2
12905,B-LOC,kirjeldatakse,2
6092,B-LOC,Tragöödia,2
45991,B-ORG,tänud,2
61145,B-PER,jõuludeks,2
54618,B-PER,Torrese,2
54620,B-PER,Toyota,2
21307,B-LOC,püüdlused,2
75208,B-PER,süttis,2
45986,B-ORG,tänavusele,2
21310,B-LOC,püüdsid,2
38178,B-ORG,kolleegi,2
65989,B-PER,lp,2
7769,B-LOC,arvetele,2
21315,B-LOC,püüti,2
3460,B-LOC,Lillepaviljon,2
3454,B-LOC,Lille,2
3452,B-LOC,Liivimaa,2
9471,B-LOC,esitlust,2
75142,B-PER,sümbolisti,2
45926,B-ORG,täiendada,2
21388,B-LOC,raharikkas,2
32383,B-ORG,Olin,2
21392,B-LOC,rahastab,2
75135,B-PER,sümbioos,2
21394,B-LOC,rahastamist,2
38205,B-ORG,kolmel,2
38207,B-ORG,kolmeliitrine,2
45919,B-ORG,täidavad,2
75130,B-PER,sügavalt,2
3446,B-LOC,Liitu,2
54674,B-PER,Tulid,2
54676,B-PER,Tundes,2
54677,B-PER,Tundmatu,2
38208,B-ORG,kolmepäevane,2
3444,B-LOC,Liising,2
21408,B-LOC,rahuldanud,2
75121,B-PER,südametohter,2
45909,B-ORG,tähistava,2
32385,B-ORG,Olles,2
75144,B-PER,sümbolkuju,2
45949,B-ORG,täitus,2
45930,B-ORG,täiesti,2
66012,B-PER,lugege,2
54650,B-PER,Tröster,2
61130,B-PER,jõudva,2
54652,B-PER,Tsaar,2
61129,B-PER,jõudsin,2
66015,B-PER,lugejaid,2
38197,B-ORG,kolmapäevane,2
45939,B-ORG,täitevosakond,2
10553,B-LOC,idüllilise,2
66018,B-PER,lugejateni,2
21370,B-LOC,rahad,2
75154,B-PER,sümpaatne,2
54660,B-PER,Tsiteeriti,2
7787,B-LOC,arvutist,2
21375,B-LOC,rahaliselt,2
75149,B-PER,sümfooniaorkestrit,2
75148,B-PER,sümfooniaorkestriga,2
6086,B-LOC,Toto,2
45931,B-ORG,täis,2
66102,B-PER,luurekoordinaator,2
4626,B-LOC,Petrogradi,2
75221,B-PER,süüdimõistetud,2
32197,B-ORG,Music,2
66184,B-PER,lähtus,2
54889,B-PER,VAHUR,2
66187,B-PER,lähtuvat,2
61006,B-PER,järgis,2
61005,B-PER,järginud,2
74834,B-PER,suuvooder,2
21739,B-LOC,rekord,2
74832,B-PER,suutsid,2
1423,B-LOC,Costa,2
38350,B-ORG,kontorisse,2
61003,B-PER,järgida,2
21747,B-LOC,rektor,2
4652,B-LOC,Pihlakas,2
45653,B-ORG,trükkimist,2
54901,B-PER,VALLO,2
45650,B-ORG,trükiti,2
21754,B-LOC,relvastatud,2
38357,B-ORG,kontrollinud,2
38358,B-ORG,kontrollis,2
38344,B-ORG,kontaktid,2
38342,B-ORG,kontakt,2
21760,B-LOC,relvi,2
38341,B-ORG,konsulteerinud,2
4646,B-LOC,Pidu,2
3415,B-LOC,Lepiksoniga,2
74866,B-PER,säilitanud,2
12844,B-LOC,kiriku,2
74864,B-PER,säilitada,2
54866,B-PER,Uurisin,2
54867,B-PER,Uus,2
61016,B-PER,järgneb,2
12841,B-LOC,kirglikult,2
66170,B-PER,lähetas,2
38334,B-ORG,konsultatsioonifirmaga,2
9447,B-LOC,esitama,2
45678,B-ORG,tugeva,2
45677,B-ORG,tuge,2
38337,B-ORG,konsultatsioonifirmat,2
21722,B-LOC,reklaamib,2
61011,B-PER,järgmise,2
61010,B-PER,järgmine,2
21725,B-LOC,reklaamikampaania,2
60995,B-PER,järeltulijana,2
38362,B-ORG,kontrollitud,2
32217,B-ORG,MäGI,2
74778,B-PER,suursaadikule,2
38383,B-ORG,kontsernile,2
1430,B-LOC,Craddocki,2
66227,B-PER,lõhnab,2
54938,B-PER,VIIMASEL,2
54939,B-PER,VIIN,2
32147,B-ORG,Mitmes,2
66229,B-PER,lõhnaõli,2
12834,B-LOC,kipub,2
3403,B-LOC,Lennuki,2
74766,B-PER,suuromanikke,2
21815,B-LOC,retk,2
54945,B-PER,VILJA,2
32142,B-ORG,Mister,2
54947,B-PER,VILLA,2
60976,B-PER,jänkid,2
21822,B-LOC,retsept,2
45597,B-ORG,trahvis,2
74756,B-PER,suurmees,2
66239,B-PER,lõikab,2
9437,B-LOC,esinevad,2
32151,B-ORG,Mitte,2
66205,B-PER,lätlastel,2
54933,B-PER,VETT,2
38364,B-ORG,kontrolliva,2
66210,B-PER,lävimine,2
32167,B-ORG,Moodustati,2
21771,B-LOC,rendipindadelt,2
21772,B-LOC,renditud,2
74803,B-PER,suurüritus,2
74800,B-PER,suurärimehed,2
74799,B-PER,suurärimehe,2
38373,B-ORG,kontserdiagentuur,2
38374,B-ORG,kontserdiga,2
74796,B-PER,suurvürst,2
32160,B-ORG,Molvær,2
32155,B-ORG,Mitu,2
74788,B-PER,suurtükiväelane,2
12837,B-LOC,kiputi,2
54930,B-PER,VERONIKA,2
74784,B-PER,suurtegija,2
74783,B-PER,suurt,2
45619,B-ORG,trendiajakirja,2
21698,B-LOC,reisiliiklust,2
21696,B-LOC,reisiliiklus,2
32294,B-ORG,Niinemäe,2
54799,B-PER,UNT,2
21603,B-LOC,reaalne,2
38293,B-ORG,konkureeris,2
12855,B-LOC,kirimalemaa,2
45759,B-ORG,tundi,2
45757,B-ORG,tundeid,2
66128,B-PER,läbirääkimisi,2
61046,B-PER,jätkaja,2
38297,B-ORG,konkureerivad,2
3426,B-LOC,Libre,2
38299,B-ORG,konkurendid,2
32256,B-ORG,N,2
74936,B-PER,sõelale,2
32254,B-ORG,Müürsepp,2
54817,B-PER,Uibo,2
32252,B-ORG,Müüb,2
1399,B-LOC,Club,2
38304,B-ORG,konkurenti,2
54822,B-PER,Ukrainlane,2
21632,B-LOC,reeglina,2
74953,B-PER,sõidutati,2
21600,B-LOC,ravist,2
1401,B-LOC,Co,2
74955,B-PER,sõimab,2
54774,B-PER,Töötan,2
66108,B-PER,luureülem,2
32286,B-ORG,Nestor,2
32285,B-ORG,Nende,2
12860,B-LOC,kirjadest,2
38281,B-ORG,konflikt,2
32281,B-ORG,Neivelt,2
38283,B-ORG,konfliktid,2
45777,B-ORG,tungis,2
74970,B-PER,sõitma,2
7824,B-LOC,asetäitja,2
32275,B-ORG,Naughty,2
74964,B-PER,sõita,2
12857,B-LOC,kirjad,2
10576,B-LOC,igava,2
38291,B-ORG,konkureerida,2
21596,B-LOC,ravimitootja,2
74957,B-PER,sõimanud,2
38292,B-ORG,konkureerima,2
54823,B-PER,Uku-Ralf,2
32248,B-ORG,Müller,2
32219,B-ORG,Mäe,2
1415,B-LOC,Cool,2
32229,B-ORG,Mängudel,2
21670,B-LOC,reidil,2
32228,B-ORG,Mäng,2
54848,B-PER,Urmo,2
74888,B-PER,särtsub,2
32226,B-ORG,Mänd,2
74886,B-PER,särgis,2
21678,B-LOC,reisid,2
21679,B-LOC,reisida,2
74882,B-PER,säravad,2
7846,B-LOC,asjur,2
7847,B-LOC,asjus,2
21685,B-LOC,reisiga,2
21686,B-LOC,reisijuhtide,2
61021,B-PER,järgnevad,2
74876,B-PER,särab,2
74875,B-PER,sära,2
6053,B-LOC,Tolles,2
54858,B-PER,Uudised,2
61028,B-PER,järjekordse,2
21666,B-LOC,reguleerib,2
61037,B-PER,järsult,2
61029,B-PER,järjekordselt,2
74919,B-PER,sõbrunes,2
54827,B-PER,Ummelas,2
1404,B-LOC,College'is,2
45732,B-ORG,tulin,2
21644,B-LOC,reformid,2
32242,B-ORG,Mõtlen,2
58935,B-PER,galeriist,2
66149,B-PER,läheduses,2
54836,B-PER,Universaalkerega,2
66150,B-PER,läheks,2
32235,B-ORG,Märts,2
1411,B-LOC,Contemporain,2
45719,B-ORG,tulevast,2
66152,B-PER,lähemal,2
45717,B-ORG,tulevasest,2
74899,B-PER,sõbral,2
32233,B-ORG,Märkus,2
54842,B-PER,Up,2
21664,B-LOC,regulaarselt,2
21292,B-LOC,püstitanud,2
75222,B-PER,süüdista,2
38772,B-ORG,kunstiajakiri,2
54415,B-PER,Tammeväli,2
75504,B-PER,tantsivad,2
61241,B-PER,kaasnäitleja,2
20947,B-LOC,päevaleht,2
20949,B-LOC,päevapealt,2
46229,B-ORG,ulatuvad,2
54420,B-PER,Tankler,2
65850,B-PER,loe,2
75496,B-PER,tantsijanna,2
38065,B-ORG,kohast,2
20956,B-LOC,päevinäinud,2
32588,B-ORG,Pius,2
12980,B-LOC,klassikute,2
65852,B-PER,loed,2
54425,B-PER,Tapalt,2
75491,B-PER,tantsida,2
54426,B-PER,Tapani,2
20963,B-LOC,päikeselises,2
54427,B-PER,Tapver,2
3492,B-LOC,Loemaa,2
20943,B-LOC,päevakorda,2
75506,B-PER,tantsuansambel,2
6126,B-LOC,Tschumi,2
9510,B-LOC,etapp,2
54391,B-PER,Tali,2
12993,B-LOC,kliendid,2
65827,B-PER,lisatud,2
20913,B-LOC,puudutas,2
54394,B-PER,Tallinlanna,2
32612,B-ORG,Poom,2
6132,B-LOC,Tsitaat,2
46253,B-ORG,unustas,2
46252,B-ORG,unustanud,2
61248,B-PER,kaasosaline,2
6130,B-LOC,Tsherednitshenko,2
9514,B-LOC,etendatakse,2
46243,B-ORG,unistus,2
4583,B-LOC,Pealinnast,2
65841,B-PER,ll,2
46238,B-ORG,ungarikeelne,2
38057,B-ORG,kohalikele,2
12987,B-LOC,klassiõde,2
38059,B-ORG,kohalikud,2
61236,B-PER,kaasmaalaste,2
75482,B-PER,tangoklassiku,2
75536,B-PER,tantsuõpetaja,2
54448,B-PER,Tavaliselt,2
12971,B-LOC,klassikaline,2
1281,B-LOC,Brecht,2
46194,B-ORG,tütarfirmad,2
75456,B-PER,taluniku,2
3486,B-LOC,Liviko,2
32566,B-ORG,Pidasin,2
54453,B-PER,Teades,2
7707,B-LOC,arust,2
65871,B-PER,lohutanud,2
65872,B-PER,lohutas,2
7708,B-LOC,arutab,2
46184,B-ORG,tütar,2
75445,B-PER,tallinlase,2
32561,B-ORG,Pettai,2
38079,B-ORG,kohtuasjas,2
21019,B-LOC,pääs,2
32559,B-ORG,Petseri,2
21021,B-LOC,pääseb,2
12964,B-LOC,klassid,2
32569,B-ORG,Pidu,2
12974,B-LOC,klassikalises,2
20972,B-LOC,pälvib,2
46197,B-ORG,tütarfirmas,2
12978,B-LOC,klassiku,2
3491,B-LOC,Loch,2
4586,B-LOC,Pearl,2
20978,B-LOC,pärand,2
46209,B-ORG,tüüpiline,2
75474,B-PER,tammevaadis,2
54440,B-PER,Tartumaalt,2
3488,B-LOC,Liwentaal,2
20985,B-LOC,pärastlõuna,2
54442,B-PER,Tartusse,2
46203,B-ORG,tütre,2
32573,B-ORG,Pihl,2
65866,B-PER,logistikaülem,2
75466,B-PER,talutaat,2
75465,B-PER,talupoja,2
20993,B-LOC,pärine,2
65867,B-PER,logo,2
65868,B-PER,lohe,2
20996,B-LOC,pärinenud,2
46262,B-ORG,usaldatud,2
75537,B-PER,tanud,2
54462,B-PER,Teater,2
32672,B-ORG,Punkt,2
6140,B-LOC,Tuglas,2
46332,B-ORG,uurimisfirma,2
75617,B-PER,tasid,2
32668,B-ORG,Pullerits,2
75615,B-PER,tase,2
6139,B-LOC,Tuginedes,2
75610,B-PER,tasa,2
20825,B-LOC,pulm,2
20826,B-LOC,pulma,2
20827,B-LOC,pulmapeoga,2
65789,B-PER,linnavolikogus,2
7682,B-LOC,arstid,2
38019,B-ORG,kogemus,2
32657,B-ORG,Proua,2
54345,B-PER,TRIIP,2
20836,B-LOC,pumpas,2
20837,B-LOC,punaarmee,2
75598,B-PER,tartlaste,2
75597,B-PER,tartlasele,2
3511,B-LOC,Loodearmee,2
13000,B-LOC,klientidega,2
75594,B-PER,tartlanna,2
20806,B-LOC,puhuma,2
75644,B-PER,tavaline,2
20783,B-LOC,puhkesid,2
20784,B-LOC,puhkus,2
46351,B-ORG,uurisid,2
6146,B-LOC,Tuleb,2
7677,B-LOC,arreteeritakse,2
75639,B-PER,taustajõud,2
1253,B-LOC,Blue,2
20790,B-LOC,puhkusereisil,2
20791,B-LOC,puhkusereisilt,2
65771,B-PER,linnapeaks,2
65772,B-PER,linnapeal,2
65775,B-PER,linnapeast,2
61290,B-PER,kadedust,2
32678,B-ORG,PÜHAPÄEV,2
75629,B-PER,tasuta,2
32675,B-ORG,Puusepp,2
32674,B-ORG,Puusepa,2
75625,B-PER,tasuks,2
32655,B-ORG,Protsess,2
61275,B-PER,kaatrijuht,2
4582,B-LOC,Pealinnas,2
1262,B-LOC,Bonnist,2
32633,B-ORG,Preatoni,2
3506,B-LOC,Loo,2
20882,B-LOC,purunes,2
61262,B-PER,kaastöö,2
3503,B-LOC,Londonis,2
20886,B-LOC,purustada,2
75554,B-PER,tapja,2
20889,B-LOC,purustatud,2
46278,B-ORG,usutavasti,2
65818,B-PER,lisandusid,2
54379,B-PER,Tagasi,2
46274,B-ORG,uskus,2
65819,B-PER,lisanduvad,2
32623,B-ORG,Postimehe,2
65820,B-PER,lisanud,2
9519,B-LOC,etendused,2
61259,B-PER,kaastegevad,2
32617,B-ORG,Pori,2
20905,B-LOC,puudumist,2
20878,B-LOC,purjuspäi,2
1261,B-LOC,Bonnis,2
75592,B-PER,tarnija,2
46287,B-ORG,uudised,2
61274,B-PER,kaater,2
54351,B-PER,TUGLAS,2
65797,B-PER,lipsab,2
32649,B-ORG,Professor,2
46301,B-ORG,uudistes,2
65803,B-PER,lipulaev,2
7689,B-LOC,artikleid,2
20861,B-LOC,punktid,2
12997,B-LOC,klient,2
75576,B-PER,tark,2
7690,B-LOC,artikli,2
32640,B-ORG,Pret,2
65807,B-PER,lis,2
65808,B-PER,lisa,2
54366,B-PER,Taal,2
38031,B-ORG,kogumik,2
75568,B-PER,tarbeks,2
32636,B-ORG,Presidendi,2
61265,B-PER,kaastöölise,2
32558,B-ORG,Peterburi,2
21025,B-LOC,pääseme,2
61148,B-PER,jõulurahu,2
54560,B-PER,Tiiu,2
75296,B-PER,tabasid,2
46056,B-ORG,tõstis,2
75292,B-PER,tabada,2
32467,B-ORG,PUKK,2
21205,B-LOC,põrutame,2
21206,B-LOC,põrutas,2
54567,B-PER,Tinn,2
46050,B-ORG,tõsta,2
3467,B-LOC,Linda,2
21212,B-LOC,pöörab,2
38147,B-ORG,kokkuleppele,2
32463,B-ORG,PRAEGUNE,2
1317,B-LOC,Bushi,2
21216,B-LOC,pöörati,2
46043,B-ORG,tõotab,2
75277,B-PER,taastaja,2
21221,B-LOC,pöörduda,2
75276,B-PER,taastada,2
75275,B-PER,taastab,2
32471,B-ORG,Packet,2
75300,B-PER,tabel,2
38151,B-ORG,kokkupuuteid,2
21192,B-LOC,põrkasid,2
75330,B-PER,tagaotsitavad,2
1308,B-LOC,Bullock,2
38129,B-ORG,kohvikus,2
75325,B-PER,taganud,2
75324,B-PER,tagantjärele,2
75323,B-PER,tagant,2
46078,B-ORG,töödest,2
7732,B-LOC,arutlusteemaks,2
75317,B-PER,tagamängija,2
21175,B-LOC,põlvkonda,2
21176,B-LOC,põlvkonna,2
61178,B-PER,kaaluv,2
61177,B-PER,kaalutakse,2
7739,B-LOC,arvamusel,2
46064,B-ORG,tõuseb,2
46063,B-ORG,tõus,2
75304,B-PER,taevas,2
54558,B-PER,Tiina.Joosu@ekspress.ee,2
7743,B-LOC,arvasid,2
75274,B-PER,taassündinud,2
54577,B-PER,Tlk,2
21155,B-LOC,põline,2
75243,B-PER,süüdistusi,2
32441,B-ORG,PEEP,2
21265,B-LOC,pürgimine,2
38165,B-ORG,kolima,2
32438,B-ORG,PAUL-EERIK,2
21269,B-LOC,pürgiv,2
21270,B-LOC,pürgivad,2
75237,B-PER,süüdistatavat,2
61153,B-PER,jõust,2
32436,B-ORG,PARMAS,2
32433,B-ORG,PALTA,2
46005,B-ORG,tõelise,2
7758,B-LOC,arvesta,2
21280,B-LOC,püsiv,2
21281,B-LOC,püsiva,2
54608,B-PER,Toonart,2
38172,B-ORG,kolisid,2
12909,B-LOC,kirju,2
65982,B-PER,lossis,2
32428,B-ORG,PADRIK,2
54596,B-PER,Tom,2
38163,B-ORG,kolida,2
21230,B-LOC,pöördusid,2
46018,B-ORG,tõesta,2
21231,B-LOC,pöörduti,2
32456,B-ORG,POMM,2
7749,B-LOC,arvati,2
21235,B-LOC,püha,2
46033,B-ORG,tõlkinud,2
38157,B-ORG,kokkutulekul,2
38158,B-ORG,kokkuvõte,2
75259,B-PER,taanlanna,2
32449,B-ORG,PILVRE,2
21245,B-LOC,pühendab,2
75257,B-PER,taandus,2
21247,B-LOC,pühendanud,2
12915,B-LOC,kirjutama,2
65968,B-PER,loovutab,2
1321,B-LOC,Bussiga,2
75252,B-PER,t,2
65969,B-PER,loovutama,2
54590,B-PER,Toivo,2
61156,B-PER,jõuti,2
32490,B-ORG,Palts,2
38124,B-ORG,kohut,2
21026,B-LOC,pääsemine,2
75412,B-PER,takista,2
12950,B-LOC,kivimaja,2
12949,B-LOC,kiviajast,2
46152,B-ORG,töötlevad,2
75406,B-PER,tajuda,2
38096,B-ORG,kohtumist,2
21071,B-LOC,põgenikud,2
54487,B-PER,Tegevjuht,2
21073,B-LOC,põgusalt,2
54490,B-PER,Tegime,2
54491,B-PER,Tegin,2
54492,B-PER,Tegova,2
32534,B-ORG,Peatoimetaja,2
65896,B-PER,looda,2
65899,B-PER,loodavad,2
7720,B-LOC,aruteluks,2
75390,B-PER,tahtmist,2
54499,B-PER,Teinemaa,2
75388,B-PER,tahtmatult,2
46133,B-ORG,töötama,2
32540,B-ORG,Pei,2
21060,B-LOC,põgenemist,2
38101,B-ORG,kohtunik,2
32542,B-ORG,Pennu,2
7710,B-LOC,arutama,2
12962,B-LOC,klapp,2
46175,B-ORG,tükk,2
21031,B-LOC,pääsesid,2
75436,B-PER,talitus,2
32556,B-ORG,Persson,2
75434,B-PER,talitas,2
21035,B-LOC,pääsme,2
61221,B-PER,kaaskohtualuse,2
21040,B-LOC,päästeti,2
21044,B-LOC,päästnud,2
21047,B-LOC,pääsu,2
46164,B-ORG,tühistada,2
54474,B-PER,Teejuht,2
54477,B-PER,Teen,2
75419,B-PER,takseerib,2
46158,B-ORG,tüdruk,2
38093,B-ORG,kohtumisest,2
75415,B-PER,takistanud,2
75386,B-PER,tahtel,2
75384,B-PER,tahetud,2
21152,B-LOC,põlgab,2
21123,B-LOC,põhjendatakse,2
32509,B-ORG,Pariisist,2
21126,B-LOC,põhjus,2
75354,B-PER,tagastati,2
38114,B-ORG,kohtuvad,2
65918,B-PER,loojat,2
12939,B-LOC,kiruvad,2
65919,B-PER,loojate,2
32503,B-ORG,Paralleelselt,2
12938,B-LOC,kirus,2
46099,B-ORG,tööleasumist,2
7725,B-LOC,arutleti,2
38119,B-ORG,kohustus,2
46093,B-ORG,töökohta,2
21144,B-LOC,põlenud,2
61192,B-PER,kaardi,2
3473,B-LOC,Linnap,2
21148,B-LOC,põlevad,2
32494,B-ORG,Pan,2
21150,B-LOC,põlevkivi,2
9494,B-LOC,esmatrükki,2
32511,B-ORG,Parim,2
1296,B-LOC,Brüssel,2
32512,B-ORG,Parin,2
54501,B-PER,Teised,2
38102,B-ORG,kohtunud,2
54503,B-PER,Teisi,2
21098,B-LOC,põhja,2
46128,B-ORG,töötades,2
75377,B-PER,tahan,2
65905,B-PER,looduskaitsja,2
46122,B-ORG,tööstusettevõtte,2
65909,B-PER,loog,2
21110,B-LOC,põhjanaabrite,2
54512,B-PER,Tele,2
75367,B-PER,tagust,2
32518,B-ORG,Parve,2
65910,B-PER,looga,2
21115,B-LOC,põhjas,2
65911,B-PER,loogi,2
4592,B-LOC,Peatub,2
46113,B-ORG,tööpäev,2
32514,B-ORG,Park,2
54956,B-PER,VLADIMIR,2
74751,B-PER,suurkujudest,2
21832,B-LOC,revolutsioon,2
31775,B-ORG,Laasik,2
45092,B-ORG,tegelevad,2
12654,B-LOC,kevadise,2
38666,B-ORG,kuivõrd,2
31770,B-ORG,Laansoo,2
8002,B-LOC,aurahasid,2
22547,B-LOC,sattusite,2
31768,B-ORG,Laansalu,2
74161,B-PER,soomerootslane,2
66561,B-PER,magustoit,2
55382,B-PER,aastas,2
3321,B-LOC,Laimre,2
66564,B-PER,mahajäetud,2
45078,B-ORG,tegelane,2
66565,B-PER,mahalastud,2
38671,B-ORG,kujundas,2
22559,B-LOC,seada,2
10632,B-LOC,ilmale,2
31759,B-ORG,LOIT,2
60745,B-PER,juhtivametnik,2
74171,B-PER,soomlaselt,2
55370,B-PER,aastakäibega,2
60743,B-PER,juhtiva,2
1555,B-LOC,Eelmise,2
31788,B-ORG,Lapin,2
22506,B-LOC,sarja,2
38655,B-ORG,kubises,2
31785,B-ORG,Lamp,2
74193,B-PER,soosis,2
60758,B-PER,juhtivspetsialisti,2
66548,B-PER,magavale,2
12663,B-LOC,kg,2
55365,B-PER,aardeid,2
45102,B-ORG,tegemisel,2
45101,B-ORG,tegemine,2
22521,B-LOC,sarnase,2
74183,B-PER,sooritatud,2
7997,B-LOC,aukülalisena,2
22524,B-LOC,sarnaseks,2
1554,B-LOC,Eelmine,2
74179,B-PER,sooritab,2
60753,B-PER,juhtivkonstaabel,2
22531,B-LOC,sassi,2
22563,B-LOC,seadmete,2
45070,B-ORG,teenus,2
74199,B-PER,soostunud,2
1562,B-LOC,Eeskujuks,2
45052,B-ORG,teen,2
55409,B-PER,abiellumine,2
3318,B-LOC,Laidre,2
74119,B-PER,solistid,2
45047,B-ORG,teema,2
38685,B-ORG,kujutada,2
22608,B-LOC,seekordne,2
74114,B-PER,soleeris,2
74113,B-PER,soleerib,2
55414,B-PER,abielu,2
74111,B-PER,sokutas,2
38687,B-ORG,kujutasid,2
4716,B-LOC,Pole,2
31734,B-ORG,L,2
74106,B-PER,sohver,2
45038,B-ORG,teed,2
45037,B-ORG,teebki,2
66589,B-PER,mainega,2
66590,B-PER,maineka,2
12630,B-LOC,keskusest,2
74126,B-PER,solvamine,2
22567,B-LOC,seadust,2
55406,B-PER,abiellub,2
9343,B-LOC,esiküljel,2
8007,B-LOC,aus,2
12641,B-LOC,kestsid,2
45065,B-ORG,teeninud,2
31751,B-ORG,LIGI,2
38679,B-ORG,kujunesid,2
12638,B-LOC,kestis,2
31749,B-ORG,LEPPIK,2
74136,B-PER,sommelier,2
12637,B-LOC,kestev,2
22581,B-LOC,sealset,2
4714,B-LOC,Pointe,2
22583,B-LOC,sealtkaudu,2
66577,B-PER,mahu,2
66578,B-PER,mahub,2
8008,B-LOC,ausalt,2
74130,B-PER,solvatud,2
66579,B-PER,mahus,2
55405,B-PER,abiellu,2
38653,B-ORG,kt,2
74200,B-PER,soostus,2
45032,B-ORG,teavitas,2
12681,B-LOC,kihutati,2
38622,B-ORG,kriitik,2
12677,B-LOC,kihutamine,2
45176,B-ORG,teineteist,2
1532,B-LOC,ESS,2
55309,B-PER,Woche,2
3333,B-LOC,Lapsena,2
31826,B-ORG,Leivategija,2
45172,B-ORG,teil,2
22420,B-LOC,sajas,2
22421,B-LOC,sajast,2
45170,B-ORG,teid,2
55313,B-PER,World,2
74266,B-PER,sotsiaalministri,2
66511,B-PER,maavanemale,2
38626,B-ORG,kriitikat,2
22429,B-LOC,sakslast,2
1536,B-LOC,ETV,2
55321,B-PER,XV,2
74253,B-PER,sosistas,2
38621,B-ORG,kriis,2
1529,B-LOC,ERELT,2
66520,B-PER,madame,2
7963,B-LOC,ateljeesse,2
22377,B-LOC,sadamaid,2
22378,B-LOC,sadamalinn,2
12695,B-LOC,kiirelt,2
45197,B-ORG,teistest,2
22381,B-LOC,sadamalinnast,2
12693,B-LOC,kiindumust,2
45195,B-ORG,teistel,2
74296,B-PER,sovetoloog,2
60789,B-PER,juhtunust,2
