,tag,text,0
45161,B-ORG,tegid,3
18110,B-LOC,mängufilmi,3
59060,B-PER,meeles,3
18108,B-LOC,mängudel,3
47425,B-ORG,ülemnõukogu,3
79052,I-ORG,legendaarsest,3
65838,B-PER,tehases,3
51788,B-PER,direktori,3
70760,I-LOC,jää,3
18097,B-LOC,mängitav,3
45180,B-ORG,tehases,3
17980,B-LOC,muutis,3
17979,B-LOC,muust,3
17976,B-LOC,muusikute,3
45418,B-ORG,tippkohtumisel,3
45411,B-ORG,tippjuhid,3
65890,B-PER,teiseks,3
70583,I-LOC,huvides,3
50930,B-PER,analüüs,3
65892,B-PER,teisele,3
45416,B-ORG,tippkohtumine,3
17814,B-LOC,mure,3
89966,I-PER,haiglas,3
89968,I-PER,haiglasse,3
35889,B-ORG,ametliku,3
50932,B-PER,analüüsib,3
60694,B-PER,omaenda,3
33883,B-LOC,ühtne,3
70581,I-LOC,huvide,3
45237,B-ORG,tekkis,3
89986,I-PER,hakkavad,3
70579,I-LOC,huve,3
33889,B-LOC,ühtsuse,3
70578,I-LOC,hukkus,3
45429,B-ORG,tiraazh,3
33892,B-LOC,ühtsust,3
65894,B-PER,teises,3
17763,B-LOC,mulda,3
50943,B-PER,ande,3
90009,I-PER,hangib,3
35870,B-ORG,alustanud,3
65904,B-PER,teisiti,3
60667,B-PER,oluline,3
17838,B-LOC,mustal,3
17841,B-LOC,mustanahalise,3
17846,B-LOC,mustanahalistele,3
65888,B-PER,teised,3
45241,B-ORG,tekstid,3
70720,I-LOC,juhtkond,3
70718,I-LOC,juhtiv,3
70712,I-LOC,juht,3
79022,I-ORG,lausa,3
89876,I-PER,fännid,3
17938,B-LOC,muusikali,3
66489,B-PER,tsiteerib,3
17906,B-LOC,muusik,3
70677,I-LOC,iseseisvust,3
60717,B-PER,omanike,3
70666,I-LOC,ise,3
60708,B-PER,omandanud,3
35925,B-ORG,anda,3
45348,B-ORG,territooriumile,3
60706,B-PER,omalt,3
17892,B-LOC,muuseumid,3
77503,I-ORG,kaubamärki,3
17883,B-LOC,muuseas,3
51730,B-PER,delikaatselt,3
17876,B-LOC,muulaste,3
33858,B-LOC,ühistranspordis,3
17873,B-LOC,muukeelsete,3
33861,B-LOC,ühistööna,3
89930,I-PER,graafilise,3
35894,B-ORG,ametnikel,3
78969,I-ORG,laokompleks,3
68601,B-PER,väiteil,3
76699,I-ORG,ilmusid,3
87817,I-PER,abikaasana,3
75885,I-ORG,eraldi,3
81726,I-ORG,pääseda,3
40018,B-ORG,laadis,3
26227,B-LOC,suhet,3
26225,B-LOC,suheldes,3
26218,B-LOC,sugulastele,3
29881,B-LOC,tuuril,3
74508,I-ORG,aastane,3
74506,I-ORG,aastal,3
75886,I-ORG,eraldiseisev,3
84199,I-ORG,tõlgitud,3
53522,B-PER,huuled,3
84204,I-ORG,tõmbab,3
74504,I-ORG,aastakäive,3
26169,B-LOC,strateegiliste,3
74501,I-ORG,aastakoosolekul,3
29896,B-LOC,tähele,3
55169,B-PER,kasutatakse,3
55171,B-PER,kasutavad,3
74494,I-ORG,aadressil,3
63471,B-PER,ruume,3
81711,I-ORG,päismikust,3
26146,B-LOC,stiil,3
74493,I-ORG,aadress,3
50200,B-PER,Uusi,3
29908,B-LOC,tähendada,3
26117,B-LOC,standardile,3
26115,B-LOC,standardid,3
29910,B-LOC,tähendas,3
53497,B-PER,hulga,3
63503,B-PER,rääkimata,3
29878,B-LOC,tuuri,3
40073,B-ORG,lagunes,3
67522,B-PER,vabatahtlikult,3
84098,I-ORG,tähendas,3
74581,I-ORG,aegsed,3
74579,I-ORG,aegne,3
26317,B-LOC,sunnitud,3
26316,B-LOC,sunnib,3
84139,I-ORG,täitevosakonna,3
74576,I-ORG,aegadel,3
75872,I-ORG,ennast,3
67506,B-PER,vabanes,3
81754,I-ORG,põhiomanik,3
63541,B-PER,röövis,3
26271,B-LOC,suitsiidide,3
26267,B-LOC,suisa,3
74560,I-ORG,abiturient,3
29850,B-LOC,tuumaelektrijaamas,3
26260,B-LOC,suhtusid,3
55085,B-PER,karjus,3
84161,I-ORG,tänavalt,3
39969,B-ORG,külastanud,3
74545,I-ORG,abil,3
39987,B-ORG,kümme,3
74524,I-ORG,aastatel,3
29876,B-LOC,tuur,3
63529,B-PER,rõõmu,3
84177,I-ORG,tõdeb,3
39998,B-ORG,küsimuse,3
40000,B-ORG,küsimustele,3
74522,I-ORG,aastast,3
53525,B-PER,huulilt,3
40065,B-ORG,laevaõnnetuse,3
55189,B-PER,kasvatas,3
26703,B-LOC,suusatamise,3
84348,I-ORG,uksel,3
64646,B-PER,sugulaste,3
40218,B-ORG,lavale,3
84359,I-ORG,und,3
74351,I-ORG,Teisipäeval,3
25971,B-LOC,spetsialistide,3
38107,B-ORG,just,3
25964,B-LOC,spetsiaalselt,3
29984,B-LOC,täiskasvanute,3
81663,I-ORG,puiestee,3
25929,B-LOC,sotsioloog,3
64648,B-PER,sugulastele,3
40276,B-ORG,lend,3
25902,B-LOC,sotsiaalne,3
84416,I-ORG,uuesti,3
49505,B-PER,Peaministri,3
66929,B-PER,tõestada,3
38080,B-ORG,juhtumit,3
49499,B-PER,Parkis,3
53476,B-PER,hotellis,3
25873,B-LOC,sotsiaal-,3
81645,I-ORG,pubi,3
84450,I-ORG,uurinud,3
84451,I-ORG,uuris,3
40309,B-ORG,lepingule,3
74296,I-ORG,Sul,3
40326,B-ORG,levik,3
55306,B-PER,kavatsusest,3
30018,B-LOC,tänast,3
64665,B-PER,suhetes,3
84349,I-ORG,uksest,3
29955,B-LOC,täidab,3
66954,B-PER,tõlgi,3
40209,B-ORG,lausa,3
40091,B-ORG,lahkumine,3
55208,B-PER,kategooriline,3
26094,B-LOC,staaridega,3
55218,B-PER,katkestas,3
29932,B-LOC,tähtsad,3
26085,B-LOC,staadionidel,3
84282,I-ORG,töötajatele,3
40095,B-ORG,lahkus,3
40099,B-ORG,lahti,3
66953,B-PER,tõlgete,3
55235,B-PER,katsus,3
75901,I-ORG,erastamises,3
40110,B-ORG,laiendamise,3
74448,I-ORG,Vastused,3
26066,B-LOC,sportlasi,3
29943,B-LOC,tähtsamad,3
29944,B-LOC,tähtsamaid,3
26061,B-LOC,sportlase,3
40123,B-ORG,laienemisest,3
84294,I-ORG,töötavad,3
29946,B-LOC,tähtsamate,3
29949,B-LOC,tähtsus,3
66949,B-PER,tõlgenduses,3
84320,I-ORG,tütarettevõte,3
29951,B-LOC,tähtsuselt,3
74398,I-ORG,Töötajaid,3
40198,B-ORG,laulus,3
26001,B-LOC,spordiajakirjanike,3
74378,I-ORG,Turning,3
26337,B-LOC,supermarketis,3
39923,B-ORG,kõrge,3
63562,B-PER,rüüpab,3
54941,B-PER,kandi,3
26568,B-LOC,suurlinna,3
63639,B-PER,saatusest,3
83979,I-ORG,tulevik,3
26542,B-LOC,suurimatest,3
49623,B-PER,Põlluste,3
39747,B-ORG,kuue,3
39774,B-ORG,kuulsaks,3
67008,B-PER,tõsine,3
54945,B-PER,kandidaat,3
74688,I-ORG,ajalooteaduskonna,3
54946,B-PER,kandidatuur,3
29671,B-LOC,turismifirmad,3
54948,B-PER,kandideerib,3
29672,B-LOC,turismifirmade,3
67006,B-PER,tõsimeeli,3
83990,I-ORG,tulles,3
26517,B-LOC,suurfirmale,3
63634,B-PER,saatsid,3
53611,B-PER,hääled,3
63633,B-PER,saatnud,3
29690,B-LOC,turismireisile,3
53603,B-PER,hävitas,3
38210,B-ORG,jättis,3
53567,B-PER,häda,3
54968,B-PER,kangelaseks,3
53557,B-PER,huvitavat,3
29709,B-LOC,turistidele,3
81837,I-ORG,püüdis,3
26507,B-LOC,suurettevõtted,3
53628,B-PER,häärberi,3
26575,B-LOC,suurlinnu,3
26353,B-LOC,supp,3
39737,B-ORG,kutsuda,3
53696,B-PER,ideest,3
74762,I-ORG,alanud,3
83880,I-ORG,treeneri,3
74752,I-ORG,aladelt,3
26697,B-LOC,suusatajad,3
39704,B-ORG,kunstnikud,3
26696,B-LOC,suusataja,3
64499,B-PER,soovitusel,3
38246,B-ORG,jõudsid,3
83909,I-ORG,trupp,3
63660,B-PER,sadam,3
63657,B-PER,sada,3
29632,B-LOC,tuntuimad,3
26648,B-LOC,suuruses,3
67407,B-PER,uurimuse,3
26632,B-LOC,suurtele,3
81887,I-ORG,rahadega,3
63656,B-PER,sabas,3
74734,I-ORG,aktsiat,3
39722,B-ORG,kursuse,3
74732,I-ORG,aktsiaseltsi,3
26608,B-LOC,suursaadikuna,3
50143,B-PER,Täna,3
26605,B-LOC,suursaadikuks,3
26604,B-LOC,suursaadikuga,3
53653,B-PER,hüppas,3
26599,B-LOC,suurriikide,3
39733,B-ORG,kutsel,3
26588,B-LOC,suurpanga,3
26506,B-LOC,suurettevõtjate,3
26505,B-LOC,suurettevõtjad,3
26502,B-LOC,suurettevõtete,3
26497,B-LOC,suurest,3
63601,B-PER,saame,3
29748,B-LOC,turuplatsil,3
74638,I-ORG,ajakirjandusosakonnas,3
74637,I-ORG,ajakirjandusosakonna,3
55016,B-PER,kaotab,3
74629,I-ORG,ajakirjanduse,3
53533,B-PER,huvid,3
66992,B-PER,tõotas,3
81785,I-ORG,põllumajanduspoliitika,3
74627,I-ORG,ajakirja,3
38181,B-ORG,järgmiselt,3
29793,B-LOC,tuttavad,3
26407,B-LOC,surve,3
29796,B-LOC,tuttavaks,3
81779,I-ORG,põleb,3
26397,B-LOC,surnute,3
26393,B-LOC,surnuks,3
75859,I-ORG,endised,3
67476,B-PER,vaateid,3
63575,B-PER,saabunud,3
26387,B-LOC,surnuaia,3
84062,I-ORG,turvaülem,3
55037,B-PER,kapten,3
84072,I-ORG,tutvustati,3
63571,B-PER,saabumine,3
26363,B-LOC,surilina,3
50176,B-PER,UU,3
67501,B-PER,vabaneb,3
75866,I-ORG,endiste,3
29731,B-LOC,turuliider,3
39848,B-ORG,käinud,3
26435,B-LOC,suund,3
75850,I-ORG,endaga,3
63623,B-PER,saatest,3
38206,B-ORG,jätkub,3
26493,B-LOC,suurepärase,3
38205,B-ORG,jätkavad,3
84003,I-ORG,tunneb,3
26487,B-LOC,suurenenud,3
29712,B-LOC,turistidest,3
39818,B-ORG,kvartal,3
38200,B-ORG,jätab,3
49569,B-PER,President,3
39825,B-ORG,käed,3
29722,B-LOC,turniiri,3
26466,B-LOC,suurele,3
53553,B-PER,huvitavad,3
54995,B-PER,kannatlikult,3
26462,B-LOC,suurejoonelisim,3
53550,B-PER,huvitasid,3
74652,I-ORG,ajakirjanikele,3
66997,B-PER,tõrjub,3
67474,B-PER,vaatavad,3
39842,B-ORG,käigus,3
29728,B-LOC,turuga,3
53549,B-PER,huvitas,3
26449,B-LOC,suunduvale,3
26446,B-LOC,suunduva,3
26443,B-LOC,suundunud,3
84027,I-ORG,turniiri,3
84029,I-ORG,turu,3
40350,B-ORG,liidreid,3
81637,I-ORG,psühholoogiaprofessori,3
84467,I-ORG,uutest,3
63204,B-PER,repere,3
30351,B-LOC,töötavat,3
46910,B-ORG,väljapanek,3
84989,I-ORG,väidetavalt,3
84992,I-ORG,väike,3
30352,B-LOC,töötavate,3
30361,B-LOC,tööturul,3
25124,B-LOC,seega,3
55577,B-PER,kinga,3
55584,B-PER,kingitud,3
55586,B-PER,kingituse,3
30368,B-LOC,töövaidluskomisjoni,3
63177,B-PER,relatiivsusteooria,3
25104,B-LOC,seatud,3
74009,I-ORG,Me,3
53357,B-PER,hirmus,3
67668,B-PER,vajaks,3
53343,B-PER,hinnatud,3
76006,I-ORG,esindajaid,3
30383,B-LOC,tüdrukute,3
76015,I-ORG,esindanud,3
55606,B-PER,kinnistu,3
63173,B-PER,rekordi,3
40782,B-ORG,maaelu,3
25062,B-LOC,seadusandluses,3
76016,I-ORG,esindas,3
81387,I-ORG,pood,3
55627,B-PER,kinnitust,3
55631,B-PER,kinnivõtmist,3
85049,I-ORG,väljaandja,3
67666,B-PER,vajadust,3
53370,B-PER,hobi,3
67637,B-PER,vaimne,3
53372,B-PER,hobiks,3
55506,B-PER,kiirelt,3
75992,I-ORG,esimesena,3
84889,I-ORG,viienda,3
74032,I-ORG,Mind,3
84891,I-ORG,viies,3
25266,B-LOC,selja,3
30311,B-LOC,tööstusriikide,3
84901,I-ORG,viimaseks,3
84902,I-ORG,viimasel,3
55523,B-PER,kiitis,3
40710,B-ORG,lähtuvalt,3
25248,B-LOC,selge,3
75994,I-ORG,esimesest,3
84906,I-ORG,viimaste,3
66874,B-PER,tänase,3
66873,B-PER,tänas,3
55530,B-PER,kiitust,3
30330,B-LOC,töötajatest,3
63221,B-PER,resoluutselt,3
30332,B-LOC,töötama,3
67639,B-PER,vaimsed,3
81424,I-ORG,portree,3
78071,I-ORG,kommenteerida,3
25201,B-LOC,seitsme,3
30336,B-LOC,töötamiseks,3
25192,B-LOC,seisukohalt,3
67652,B-PER,vaimus,3
25159,B-LOC,segastel,3
55555,B-PER,kindlus,3
30404,B-LOC,türmis,3
25041,B-LOC,saunas,3
40820,B-ORG,maaliosakonna,3
25033,B-LOC,satuks,3
30464,B-LOC,uhke,3
37926,B-ORG,jaepanganduse,3
30479,B-LOC,ujuda,3
24928,B-LOC,salongis,3
53303,B-PER,hindavad,3
81320,I-ORG,plats,3
30485,B-LOC,ujula,3
85142,I-ORG,võimaluse,3
30491,B-LOC,ujumas,3
37922,B-ORG,jaama,3
55689,B-PER,kirjanduskeskuses,3
24899,B-LOC,salajast,3
55706,B-PER,kirjas,3
24897,B-LOC,salajase,3
49299,B-PER,Naelapea,3
64780,B-PER,surnud,3
76036,I-ORG,esinemine,3
81290,I-ORG,pisut,3
55732,B-PER,kirjeldanud,3
73856,I-ORG,Kaitse,3
81267,I-ORG,pileteid,3
30570,B-LOC,unistus,3
24867,B-LOC,sajandivahetusel,3
30581,B-LOC,upub,3
76049,I-ORG,esitati,3
73790,I-ORG,Igal,3
55737,B-PER,kirjeldus,3
24849,B-LOC,saime,3
24848,B-LOC,saigi,3
85123,I-ORG,võidu,3
81338,I-ORG,poisid,3
24945,B-LOC,samasse,3
49314,B-PER,Neli,3
53321,B-PER,hinges,3
63155,B-PER,reklaamikampaania,3
85059,I-ORG,väljakasvanud,3
55639,B-PER,kippus,3
55643,B-PER,kireks,3
73915,I-ORG,Kuigi,3
73914,I-ORG,Kuidas,3
55648,B-PER,kirglik,3
49317,B-PER,Neljapäeval,3
25020,B-LOC,sattumist,3
25016,B-LOC,sattudes,3
25015,B-LOC,sattuda,3
40862,B-ORG,majad,3
40879,B-ORG,majanduses,3
24947,B-LOC,samasugused,3
76017,I-ORG,esindav,3
24981,B-LOC,sarja,3
24966,B-LOC,sanatooriumis,3
40883,B-ORG,majanduskomisjoni,3
81351,I-ORG,poliitika,3
40885,B-ORG,majanduskonverentsil,3
24962,B-LOC,sanatooriumi,3
24961,B-LOC,sanatoorium,3
40886,B-ORG,majanduskuritegude,3
64768,B-PER,surmas,3
67678,B-PER,vakatab,3
55657,B-PER,kirikule,3
24948,B-LOC,samasugust,3
66876,B-PER,tänaseni,3
63248,B-PER,rezhiimi,3
55330,B-PER,keeles,3
25663,B-LOC,sissetungi,3
75963,I-ORG,esietendus,3
30095,B-LOC,tõestas,3
25649,B-LOC,sissekirjutust,3
63322,B-PER,rikkuse,3
38016,B-ORG,juhile,3
67574,B-PER,vahendas,3
84619,I-ORG,valitses,3
53442,B-PER,hoolega,3
38015,B-ORG,juhil,3
38011,B-ORG,juhib,3
25619,B-LOC,sisepoliitikasse,3
84636,I-ORG,valminud,3
84638,I-ORG,valmistab,3
40452,B-ORG,liitusid,3
25594,B-LOC,siseasi,3
40459,B-ORG,likvideerimist,3
30119,B-LOC,tõlkija,3
25591,B-LOC,sisearhitektide,3
25587,B-LOC,sirgunud,3
55384,B-PER,keldrist,3
84657,I-ORG,vana,3
84671,I-ORG,vanema,3
84681,I-ORG,vanemteadur,3
25548,B-LOC,silmad,3
25547,B-LOC,silma,3
25542,B-LOC,sillale,3
40462,B-ORG,linastunud,3
40473,B-ORG,linnapea,3
81576,I-ORG,projektijuhina,3
25660,B-LOC,sissetoodud,3
67564,B-PER,vahelt,3
30281,B-LOC,töösturid,3
40420,B-ORG,liinis,3
25826,B-LOC,soomuslaeva,3
84483,I-ORG,vaatamas,3
25812,B-LOC,soome,3
84492,I-ORG,vaatleja,3
25799,B-LOC,soojaturust,3
25791,B-LOC,sooja,3
84508,I-ORG,vabastati,3
25763,B-LOC,soliidne,3
74262,I-ORG,Sel,3
67540,B-PER,vaevaga,3
49488,B-PER,Pank,3
30042,B-LOC,tänavalaste,3
55343,B-PER,keeraks,3
25741,B-LOC,sobivad,3
84543,I-ORG,vahetab,3
75954,I-ORG,eriõigused,3
38035,B-ORG,juhtidest,3
53457,B-PER,hoones,3
25707,B-LOC,skulptuuri,3
25701,B-LOC,skinhead'id,3
84575,I-ORG,vaja,3
64672,B-PER,suhteliselt,3
30067,B-LOC,tänavuse,3
75961,I-ORG,esietendub,3
40395,B-ORG,liikmesriigid,3
30084,B-LOC,tõdeda,3
84585,I-ORG,valduses,3
55371,B-PER,kehastub,3
30089,B-LOC,tõeliseks,3
81573,I-ORG,projektiga,3
64681,B-PER,suhtlevad,3
74184,I-ORG,Project,3
38007,B-ORG,juhatusest,3
63263,B-PER,riided,3
49404,B-PER,Oli,3
25404,B-LOC,seriaali,3
25402,B-LOC,serblaste,3
49396,B-PER,Of,3
64695,B-PER,suisa,3
40624,B-ORG,lugejate,3
30238,B-LOC,tööline,3
30239,B-LOC,töölised,3
55472,B-PER,kibedalt,3
25384,B-LOC,seostub,3
64697,B-PER,suitsetamise,3
84814,I-ORG,veinide,3
25379,B-LOC,seostab,3
74084,I-ORG,Nende,3
67622,B-PER,vaieldamatult,3
25361,B-LOC,senise,3
25357,B-LOC,senine,3
64699,B-PER,suitsu,3
55477,B-PER,kidakeelne,3
84845,I-ORG,versioon,3
55478,B-PER,kidakeelseks,3
25316,B-LOC,seltskonnaajakirjanduse,3
81477,I-ORG,presidendile,3
84876,I-ORG,viia,3
55486,B-PER,kihutab,3
84878,I-ORG,viibides,3
49380,B-PER,OLID,3
64710,B-PER,sukeldus,3
84793,I-ORG,veelgi,3
30207,B-LOC,tööinspektsiooni,3
25423,B-LOC,ses,3
74109,I-ORG,Olen,3
63307,B-PER,rika,3
66901,B-PER,täpse,3
53437,B-PER,hoole,3
25536,B-LOC,silda,3
38004,B-ORG,juhatusele,3
40513,B-ORG,loata,3
40535,B-ORG,loobub,3
40537,B-ORG,loobus,3
30160,B-LOC,tõstsid,3
53435,B-PER,hooldekodus,3
40544,B-ORG,loodi,3
40545,B-ORG,loodud,3
25505,B-LOC,siiamaani,3
40596,B-ORG,lossile,3
64694,B-PER,suhu,3
84732,I-ORG,varjus,3
84736,I-ORG,vastane,3
37992,B-ORG,juhatab,3
84739,I-ORG,vastaseid,3
55453,B-PER,keskne,3
67588,B-PER,vahetada,3
67594,B-PER,vahetult,3
66883,B-PER,tänavalt,3
84745,I-ORG,vastava,3
84755,I-ORG,vastsündinute,3
53424,B-PER,hoogsalt,3
84760,I-ORG,vastus,3
84761,I-ORG,vastuse,3
63664,B-PER,sadamasse,3
54903,B-PER,kallim,3
81226,I-ORG,piirdus,3
27987,B-LOC,teenindusmaja,3
64049,B-PER,seljataga,3
83021,I-ORG,suured,3
27971,B-LOC,teene,3
27969,B-LOC,teen,3
38537,B-ORG,kasumisse,3
64241,B-PER,silmadega,3
64048,B-PER,seljas,3
64043,B-PER,selili,3
75259,I-ORG,autor,3
39032,B-ORG,kogemus,3
38532,B-ORG,kasum,3
83038,I-ORG,suurimaid,3
28901,B-LOC,toimuvatel,3
28902,B-LOC,toimuvatele,3
67064,B-PER,töödest,3
54042,B-PER,iseloomustatakse,3
64030,B-PER,selgeks,3
39040,B-ORG,kogub,3
82396,I-ORG,saatkonna,3
64028,B-PER,selge,3
28907,B-LOC,toite,3
38526,B-ORG,kassast,3
75245,I-ORG,autol,3
27936,B-LOC,teavad,3
28910,B-LOC,toitu,3
39060,B-ORG,kohalik,3
83047,I-ORG,suuromaniku,3
54033,B-PER,iseloomulikult,3
54026,B-PER,iseloom,3
38542,B-ORG,kasutaja,3
75271,I-ORG,autovarguste,3
49901,B-PER,Sul,3
83013,I-ORG,suunas,3
54314,B-PER,juhtunud,3
54316,B-PER,juhtunut,3
28096,B-LOC,tegutsesid,3
54117,B-PER,jaatavalt,3
38585,B-ORG,katab,3
28084,B-LOC,tegutseda,3
67180,B-PER,tülli,3
28081,B-LOC,tegu,3
28074,B-LOC,tegijaid,3
67191,B-PER,tütarfirma,3
75283,I-ORG,avaldanud,3
67197,B-PER,tütart,3
49903,B-PER,Summa,3
28060,B-LOC,tegevus,3
82973,I-ORG,suhtus,3
75575,I-ORG,dramaturg,3
64069,B-PER,sellised,3
75581,I-ORG,duo,3
67199,B-PER,tütred,3
28041,B-LOC,tegeliku,3
28026,B-LOC,tegelema,3
39000,B-ORG,kodanik,3
54081,B-PER,isikus,3
39001,B-ORG,kodanikele,3
38554,B-ORG,kasutamise,3
39003,B-ORG,kodanikud,3
28008,B-LOC,teest,3
28002,B-LOC,teeristi,3
39006,B-ORG,kodeeritud,3
82390,I-ORG,saates,3
27918,B-LOC,teatrisse,3
29628,B-LOC,tunti,3
82358,I-ORG,saadikute,3
27766,B-LOC,tava,3
39146,B-ORG,kolleeg,3
38483,B-ORG,kapten,3
54000,B-PER,irvitab,3
27755,B-LOC,tasuks,3
39147,B-ORG,kolleege,3
39152,B-ORG,kollektiiv,3
83179,I-ORG,sümfoonia,3
28978,B-LOC,toodangust,3
27729,B-LOC,tarvis,3
27716,B-LOC,tarkvarafirma,3
83196,I-ORG,sünnipäeval,3
27705,B-LOC,tarbitakse,3
83207,I-ORG,süsteemi,3
28979,B-LOC,toodangut,3
64279,B-PER,sind,3
39157,B-ORG,kolmanda,3
50089,B-PER,Toomel,3
28983,B-LOC,toodet,3
83221,I-ORG,t,3
27676,B-LOC,tapsid,3
27674,B-LOC,tapnud,3
75651,I-ORG,eesistuja,3
27662,B-LOC,tapamajas,3
63970,B-PER,seisundit,3
54467,B-PER,järeldas,3
27624,B-LOC,tantsima,3
27621,B-LOC,tantsijad,3
54468,B-PER,järeldus,3
54006,B-PER,isaks,3
38490,B-ORG,kardab,3
38525,B-ORG,kassasse,3
75192,I-ORG,asuvast,3
75610,I-ORG,edu,3
28921,B-LOC,tollase,3
83073,I-ORG,suvel,3
28926,B-LOC,tolle,3
75222,I-ORG,aulas,3
28940,B-LOC,tolliinspektuuri,3
38518,B-ORG,kas,3
64020,B-PER,seletuse,3
64019,B-PER,seletus,3
75212,I-ORG,auhinna,3
75211,I-ORG,auhind,3
27859,B-LOC,tean,3
28947,B-LOC,tollilaos,3
54405,B-PER,juudi,3
54016,B-PER,iseenda,3
83128,I-ORG,sõjatööstus,3
54413,B-PER,juuni,3
75613,I-ORG,edukas,3
27815,B-LOC,teadlikult,3
54416,B-PER,juunis,3
83134,I-ORG,sõlminud,3
27811,B-LOC,teadlastel,3
28951,B-LOC,tollipunkti,3
54008,B-PER,isale,3
38494,B-ORG,karikasarjas,3
75634,I-ORG,eelkäija,3
38492,B-ORG,karika,3
63980,B-PER,seitsmes,3
27799,B-LOC,teadis,3
54313,B-PER,juhtunu,3
38975,B-ORG,klientidele,3
75291,I-ORG,avalik,3
28474,B-LOC,teoses,3
38800,B-ORG,kindlasti,3
28454,B-LOC,teoks,3
28452,B-LOC,tenor,3
82725,I-ORG,siseõuel,3
38685,B-ORG,keelas,3
75405,I-ORG,bossidele,3
54160,B-PER,jalga,3
28436,B-LOC,tempel,3
38669,B-ORG,kavandab,3
28424,B-LOC,tellis,3
28419,B-LOC,tellimuse,3
28747,B-LOC,tipus,3
28403,B-LOC,televisioonist,3
38841,B-ORG,kinnitas,3
67091,B-PER,tööleping,3
75377,I-ORG,bilanssi,3
67088,B-PER,töölaua,3
28777,B-LOC,toetus,3
28389,B-LOC,televaatajate,3
28385,B-LOC,televaatajad,3
28779,B-LOC,toetused,3
82770,I-ORG,soliidse,3
82780,I-ORG,sooja,3
75526,I-ORG,direktoriks,3
82784,I-ORG,soome-ugri,3
82800,I-ORG,soovi,3
82801,I-ORG,soovib,3
28786,B-LOC,tohib,3
75367,I-ORG,bestsellerite,3
28473,B-LOC,teoseid,3
64127,B-PER,seostatakse,3
28874,B-LOC,toimiv,3
75506,I-ORG,diplom,3
38715,B-ORG,keldrisaalis,3
82592,I-ORG,selleks,3
75471,I-ORG,delegatsioon,3
54195,B-PER,jonni,3
82599,I-ORG,sellised,3
82608,I-ORG,seltskond,3
28608,B-LOC,tiimi,3
50038,B-PER,Teine,3
28601,B-LOC,tiigrihüpe,3
82561,I-ORG,sekretärile,3
54179,B-PER,jama,3
75467,I-ORG,dekaan,3
38691,B-ORG,keeles,3
50017,B-PER,Tasa,3
38755,B-ORG,kett,3
82624,I-ORG,senine,3
38767,B-ORG,kiidab,3
82547,I-ORG,seitse,3
28685,B-LOC,tippkohtumise,3
28549,B-LOC,tervisekaitsetalituse,3
28548,B-LOC,tervisekaitsetalitus,3
54178,B-PER,jalutavad,3
82543,I-ORG,seisukohalt,3
75430,I-ORG,büroo,3
82668,I-ORG,sihtkapitali,3
28699,B-LOC,tippmargi,3
54219,B-PER,joonistas,3
54220,B-PER,joonistus,3
38799,B-ORG,kindlalt,3
82461,I-ORG,samuti,3
28331,B-LOC,telekommunikatsioonituru,3
82813,I-ORG,soovitusel,3
28325,B-LOC,telekommunikatsiooni,3
28195,B-LOC,teisest,3
75333,I-ORG,baari,3
75536,I-ORG,direktrissi,3
54137,B-PER,jahib,3
67132,B-PER,töötasid,3
28834,B-LOC,toidupoodidest,3
64194,B-PER,sihib,3
75326,I-ORG,avati,3
38632,B-ORG,kaubamärgid,3
38629,B-ORG,kaubamajast,3
28178,B-LOC,teid,3
28839,B-LOC,toiduõli,3
54286,B-PER,juhtimisstiili,3
82916,I-ORG,stipendiumi,3
28154,B-LOC,tehnoloogiafirma,3
82422,I-ORG,sagedusel,3
67068,B-PER,töökaaslane,3
28127,B-LOC,tehast,3
38607,B-ORG,katserajal,3
28854,B-LOC,toimetanud,3
38603,B-ORG,katkestas,3
28864,B-LOC,toimetuse,3
28119,B-LOC,tehased,3
64080,B-PER,selts,3
54302,B-PER,juhtub,3
38586,B-ORG,kataloog,3
54308,B-PER,juhtumiga,3
49948,B-PER,T-särk,3
64077,B-PER,sellist,3
28196,B-LOC,teisi,3
28811,B-LOC,toiduainetetööstuse,3
28204,B-LOC,teismeline,3
82836,I-ORG,sotsioloog,3
28790,B-LOC,tohtrid,3
28320,B-LOC,telekomi,3
28319,B-LOC,telekom,3
28313,B-LOC,telekanalite,3
28311,B-LOC,telekanalilt,3
38908,B-ORG,kirjutanud,3
49988,B-PER,TULEB,3
82826,I-ORG,sotsiaalosakonna,3
54254,B-PER,juhendamisel,3
28303,B-LOC,telejaamad,3
67078,B-PER,töökoha,3
82834,I-ORG,sotsiaaltöötaja,3
28290,B-LOC,telefoniraamatust,3
82838,I-ORG,sotsioloogia,3
28210,B-LOC,teismeliste,3
28283,B-LOC,telefonil,3
82844,I-ORG,spetsiaalselt,3
82848,I-ORG,spetsialistid,3
28268,B-LOC,telefon,3
28261,B-LOC,tele-,3
28802,B-LOC,toidu-,3
54256,B-PER,juhi,3
64106,B-PER,senise,3
38911,B-ORG,kirjutasid,3
28223,B-LOC,tekiks,3
28805,B-LOC,toiduainete,3
75338,I-ORG,baasil,3
54266,B-PER,juhitava,3
75659,I-ORG,eeskujul,3
54471,B-PER,järeldusele,3
53986,B-PER,investeeris,3
82065,I-ORG,regulaarselt,3
27027,B-LOC,sõjaväebaasi,3
27024,B-LOC,sõjaväeatašee,3
